exponent,min_runtime_old,min_runtime_new
2396,3.563100108294748e-05,3.400900095584802e-05
2397,3.451000156928785e-05,3.482000101939775e-05
2398,3.555999865056947e-05,3.44299987773411e-05
2399,3.5689998185262084e-05,3.561999983503483e-05
2400,3.597000250010751e-05,3.312000262667425e-05
2401,3.4109998523490503e-05,3.42800012731459e-05
2402,3.4880002203863114e-05,3.370999911567196e-05
2403,3.4669999877223745e-05,3.446000118856318e-05
2404,2.2259999241214246e-05,2.071000199066475e-05
2405,2.8649999876506627e-05,3.1579998903907835e-05
2406,2.2079999325796962e-05,2.094999945256859e-05
2407,3.319999814266339e-05,2.59000007645227e-05
2408,2.2428997908718884e-05,2.112900256179273e-05
2409,2.7639998734230176e-05,2.1651001588907093e-05
2410,3.739000021596439e-05,2.1479998395079747e-05
2411,3.849999848171137e-05,3.475999983493239e-05
2412,3.656000262708403e-05,3.446999835432507e-05
2413,3.504000051179901e-05,3.487000140012242e-05
2414,3.606899917940609e-05,3.4829001378966495e-05
2415,3.50500013155397e-05,3.6040000850334764e-05
2416,3.8259997381828725e-05,3.3489999623270705e-05
2417,3.631999788922258e-05,3.632999869296327e-05
2418,3.7030000385129824e-05,3.5850000131176785e-05
2419,3.687999924295582e-05,3.694000042742118e-05
2420,3.668000135803595e-05,3.660999936982989e-05
2421,3.6770001315744594e-05,3.649999780463986e-05
2422,3.6440000258153304e-05,3.552999987732619e-05
2423,3.53700015693903e-05,3.605999881983735e-05
2424,3.6580000596586615e-05,3.429099888307974e-05
2425,3.492000178084709e-05,3.4619999496499076e-05
2426,3.572000059648417e-05,3.456899867160246e-05
2427,3.5280001611681655e-05,3.546000152709894e-05
2428,3.696999920066446e-05,3.5090000892523676e-05
2429,3.5919998481404036e-05,3.623999873525463e-05
2430,3.70599991583731e-05,3.569000182324089e-05
2431,3.6460001865634695e-05,3.632999869296327e-05
2432,3.749000097741373e-05,3.321999975014478e-05
2433,3.5729000956052914e-05,3.5590001061791554e-05
2434,3.650900180218741e-05,3.51290000253357e-05
2435,3.5940000088885427e-05,3.601999924285337e-05
2436,3.6839999665971845e-05,3.4880002203863114e-05
2437,3.401999856578186e-05,3.4810000215657055e-05
2438,3.5189998015994206e-05,3.406999894650653e-05
2439,3.665999975055456e-05,3.665999975055456e-05
2440,3.573999856598675e-05,3.389999983482994e-05
2441,3.4479999158065766e-05,3.4290002076886594e-05
2442,3.5239998396718875e-05,3.423999805818312e-05
2443,3.704000118887052e-05,3.596000169636682e-05
2444,3.7900001188972965e-05,3.59110017598141e-05
2445,3.683000250020996e-05,3.7000001611886546e-05
2446,3.7739999243058264e-05,3.662000017357059e-05
2447,3.601999924285337e-05,3.6139997973805293e-05
2448,3.672999810078181e-05,3.5519999073585495e-05
2449,3.7429999792948365e-05,3.727000148501247e-05
2450,3.817000106209889e-05,3.7240002711769193e-05
2451,3.823999941232614e-05,3.864999962388538e-05
2452,3.9620001189177856e-05,3.7730002077296376e-05
2453,3.822999860858545e-05,3.867000123136677e-05
2454,3.701999958138913e-05,3.682000169646926e-05
2455,3.737000224646181e-05,3.7380003050202504e-05
2456,4.045999958179891e-05,3.764999928534962e-05
2457,3.9009999454719946e-05,3.685000046971254e-05
2458,3.826000101980753e-05,3.822999860858545e-05
2459,3.6159999581286684e-05,3.760999970836565e-05
2460,3.9670001569902524e-05,3.7289999454515055e-05
2461,3.92399997508619e-05,3.65999985660892e-05
2462,3.805999949690886e-05,3.826000101980753e-05
2463,3.839000055450015e-05,3.550000110408291e-05
2464,4.117000207770616e-05,3.713999831234105e-05
2465,3.9500002458225936e-05,4.059999992023222e-05
2466,3.6180001188768074e-05,3.419000131543726e-05
2467,2.2500000341096893e-05,3.30299990309868e-05
2468,2.3991000489331782e-05,2.1928997739451006e-05
2469,3.8468999264296144e-05,3.6039997212355956e-05
2470,3.883999670506455e-05,3.95399983972311e-05
2471,3.7470003007911146e-05,3.8750000385334715e-05
2472,2.380999649176374e-05,2.7979996957583353e-05
2473,2.2879998141434044e-05,2.2830001398688182e-05
2474,2.3208998754853383e-05,4.006000017398037e-05
2475,3.9031001506373286e-05,3.805999949690886e-05
2476,2.297999890288338e-05,3.5708999348571524e-05
2477,3.10200011881534e-05,2.2399999579647556e-05
2478,3.5560002288548276e-05,2.3019998479867354e-05
2479,3.873999958159402e-05,3.800999911618419e-05
2480,3.956000000471249e-05,2.958000186481513e-05
2481,2.264999784529209e-05,2.2780001017963514e-05
2482,3.61400016117841e-05,3.852999725495465e-05
2483,3.7779002013849095e-05,3.655099862953648e-05
2484,3.751000258489512e-05,3.637999907368794e-05
2485,3.6629997339332476e-05,3.660999936982989e-05
2486,3.67600005120039e-05,3.6720000935019925e-05
2487,3.736900180228986e-05,3.797099998337217e-05
2488,3.749000097741373e-05,3.534999996190891e-05
2489,3.671000013127923e-05,3.786999877775088e-05
2490,3.742000262718648e-05,3.612000000430271e-05
2491,3.694000042742118e-05,3.7079997127875686e-05
2492,3.59799996658694e-05,3.665999975055456e-05
2493,4.065000030095689e-05,4.1390001570107415e-05
2494,2.5820001610554755e-05,2.4979999579954892e-05
2495,3.968000237364322e-05,4.001999695901759e-05
2496,3.3659998734947294e-05,3.803000072366558e-05
2497,3.766000008909032e-05,3.338999886182137e-05
2498,3.84599989047274e-05,3.620999996201135e-05
2499,3.341100091347471e-05,3.0391001928364858e-05
2500,3.9530001231469214e-05,3.5820001357933506e-05
2501,2.2989999706624076e-05,3.239000216126442e-05
2502,3.2929998269537464e-05,3.775999721256085e-05
2503,2.892999691539444e-05,3.8890000723768026e-05
2504,3.7140001950319856e-05,2.5720000849105418e-05
2505,2.2820000594947487e-05,3.4599997889017686e-05
2506,3.70599991583731e-05,3.669000216177665e-05
2507,3.763999848160893e-05,3.8988997403066605e-05
2508,3.768000169657171e-05,3.5550998291000724e-05
2509,3.62899991159793e-05,3.694000042742118e-05
2510,3.7900001188972965e-05,3.5680001019500196e-05
2511,4.00099997932557e-05,4.0330000047106296e-05
2512,4.159000309300609e-05,3.838000338873826e-05
2513,4.231999992043711e-05,4.312999953981489e-05
2514,4.3399999412940815e-05,6.330000178422779e-05
2515,3.8890000723768026e-05,3.986999945482239e-05
2516,3.660899892565794e-05,3.4668999433051795e-05
2517,3.5589000617619604e-05,3.558000025805086e-05
2518,3.632999869296327e-05,3.52890019712504e-05
2519,3.59799996658694e-05,3.642999945441261e-05
2520,3.7500001781154424e-05,3.346000085002743e-05
2521,3.7000001611886546e-05,3.733999983523972e-05
2522,3.880900112562813e-05,3.633099913713522e-05
2523,4.045999958179891e-05,4.0450999222230166e-05
2524,2.5370001822011545e-05,3.768000169657171e-05
2525,3.8300000596791506e-05,3.8469999708468094e-05
2526,3.8300000596791506e-05,3.871000080835074e-05
2527,4.990000161342323e-05,5.19499990332406e-05
2528,4.5099997805664316e-05,4.070000068168156e-05
2529,3.997000021627173e-05,3.989000106230378e-05
2530,3.739999738172628e-05,3.763000131584704e-05
2531,3.8940001104492694e-05,3.776999801630154e-05
2532,3.981999907409772e-05,3.8460002542706206e-05
2533,2.286000017193146e-05,2.300000051036477e-05
2534,6.243000098038465e-05,3.9509999623987824e-05
2535,4.0869002987165004e-05,6.8860001192661e-05
2536,4.086999979335815e-05,3.821999780484475e-05
2537,4.0739996620686725e-05,3.87699983548373e-05
2538,4.004000220447779e-05,3.918000220437534e-05
2539,3.941999966627918e-05,3.943099727621302e-05
2540,4.071999865118414e-05,3.909999941242859e-05
2541,3.9859998651081696e-05,3.993999780504964e-05
2542,4.076999903190881e-05,3.98700030928012e-05
2543,4.0879996959120035e-05,4.0800001443130895e-05
2544,4.1679999412735924e-05,3.8610000046901405e-05
2545,3.947000004700385e-05,3.958000161219388e-05
2546,4.022899884148501e-05,3.921999814338051e-05
2547,4.15599970438052e-05,4.162000186624937e-05
2548,4.1110000893240795e-05,3.8899997889529914e-05
2549,4.038999759359285e-05,4.075000106240623e-05
2550,4.07900006393902e-05,3.8890000723768026e-05
2551,4.020899723400362e-05,4.0380000427830964e-05
2552,4.105100015294738e-05,3.837099939119071e-05
2553,3.823999941232614e-05,3.939099769922905e-05
2554,4.086000262759626e-05,3.989999822806567e-05
2555,4.0610000723972917e-05,4.0809998608892784e-05
2556,4.198999886284582e-05,3.9880000258563086e-05
2557,4.0830000216374174e-05,4.0949998947326094e-05
2558,4.168899977230467e-05,4.042000000481494e-05
2559,4.146900027990341e-05,4.285099930712022e-05
2560,4.3659998482326046e-05,3.576000017346814e-05
2561,3.812000068137422e-05,3.8320002204272896e-05
2562,3.694000042742118e-05,3.914000262739137e-05
2563,3.826000101980753e-05,3.8559999666176736e-05
2564,3.7191002775216475e-05,3.718000152730383e-05
2565,3.84599989047274e-05,3.8399997720262036e-05
2566,3.9649999962421134e-05,3.990000186604448e-05
2567,3.8899997889529914e-05,3.900000228895806e-05
2568,3.9769998693373054e-05,3.720000313478522e-05
2569,3.83100014005322e-05,3.8230002246564254e-05
2570,4.4060001528123394e-05,3.6559998989105225e-05
2571,3.952000042772852e-05,3.973000275436789e-05
2572,4.022000211989507e-05,3.834000017377548e-05
2573,3.909999941242859e-05,3.9439997635781765e-05
2574,4.0210001316154376e-05,3.916999776265584e-05
2575,3.952999759349041e-05,3.997000021627173e-05
2576,3.683000250020996e-05,3.338000169605948e-05
2577,3.735000063898042e-05,3.751000258489512e-05
2578,3.95499992009718e-05,3.803000072366558e-05
2579,3.673000173876062e-05,3.6749999708263204e-05
2580,3.9849997847341e-05,3.781000123126432e-05
2581,3.727999865077436e-05,3.899999865097925e-05
2582,3.778999962378293e-05,3.699000080814585e-05
2583,4.084999818587676e-05,4.039999839733355e-05
2584,4.103000173927285e-05,3.9200000173877925e-05
2585,4.0099999750964344e-05,4.21900003857445e-05
2586,4.098999852431007e-05,3.9880000258563086e-05
2587,4.04800011892803e-05,4.0449998778058216e-05
2588,4.138000076636672e-05,3.931000173906796e-05
2589,3.519000165397301e-05,4.032000288134441e-05
2590,4.1088998841587454e-05,3.72200011042878e-05
2591,4.104899926460348e-05,4.11709988838993e-05
2592,4.191100015304983e-05,3.8440000935224816e-05
2593,3.859999924316071e-05,3.949999882024713e-05
2594,4.0210001316154376e-05,3.896999987773597e-05
2595,3.986999945482239e-05,3.994999860879034e-05
2596,3.896899943356402e-05,3.9009999454719946e-05
2597,6.800000119255856e-05,3.997100066044368e-05
2598,4.5171000238042325e-05,3.7760000850539654e-05
2599,4.279000131646171e-05,4.2859999666688964e-05
2600,4.2240000766469166e-05,3.926000135834329e-05
2601,3.780000042752363e-05,3.776999801630154e-05
2602,4.065000030095689e-05,4.050999996252358e-05
2603,4.121000165469013e-05,3.852000008919276e-05
2604,4.143000114709139e-05,3.9769998693373054e-05
2605,4.059999992023222e-05,4.070000068168156e-05
2606,4.00099997932557e-05,3.997000021627173e-05
2607,3.9880000258563086e-05,4.051999712828547e-05
2608,4.245899981469847e-05,4.00200005969964e-05
2609,4.1111001337412745e-05,4.074000025866553e-05
2610,4.17099981859792e-05,4.026999886264093e-05
2611,4.236000313539989e-05,4.197999805910513e-05
2612,4.93099978484679e-05,5.192999742575921e-05
2613,5.451999822980724e-05,5.4180000006454065e-05
2614,5.41299996257294e-05,5.310000051395036e-05
2615,5.1139999413862824e-05,5.218000296736136e-05
2616,5.188000068301335e-05,4.4790001993533224e-05
2617,4.5739998313365504e-05,4.563000038615428e-05
2618,4.663999789045192e-05,4.54399996669963e-05
2619,4.660000195144676e-05,4.6799999836366624e-05
2620,4.734000322059728e-05,4.5239998144097626e-05
2621,4.637099846149795e-05,4.625099973054603e-05
2622,4.7059998905751854e-05,4.606899892678484e-05
2623,4.6910001401556656e-05,4.7059998905751854e-05
2624,4.777999856742099e-05,4.419000106281601e-05
2625,4.555000123218633e-05,4.5050001062918454e-05
2626,4.566999996313825e-05,4.456000169739127e-05
2627,4.540000009001233e-05,4.531999729806557e-05
2628,4.654999793274328e-05,4.4889999117003754e-05
2629,4.712000009021722e-05,4.704000093624927e-05
2630,4.7670000640209764e-05,4.7129997255979106e-05
2631,4.69900005555246e-05,4.71399980597198e-05
2632,4.8140002036234364e-05,4.599000021698885e-05
2633,4.5640001189894974e-05,4.5709999540122226e-05
2634,4.608000017469749e-05,4.5428998419083655e-05
2635,4.489999992074445e-05,4.543000250123441e-05
2636,4.6609999117208645e-05,4.3590000132098794e-05
2637,4.850999903283082e-05,4.779000300914049e-05
2638,4.9369999032933265e-05,4.507999983616173e-05
2639,4.631999763660133e-05,4.6350000047823414e-05
2640,4.902000000583939e-05,4.5070002670399845e-05
2641,4.583999907481484e-05,4.225999873597175e-05
2642,4.662000355892815e-05,4.5619999582413584e-05
2643,4.315000114729628e-05,4.726000042865053e-05
2644,4.355999772087671e-05,3.592999928514473e-05
2645,4.1489998693577945e-05,4.166999860899523e-05
2646,4.256000102031976e-05,4.121000165469013e-05
2647,4.2100000428035855e-05,4.2269999539712444e-05
2648,4.152999827056192e-05,4.048999835504219e-05
2649,4.147999788983725e-05,4.148000152781606e-05
2650,4.654000076698139e-05,4.324000110500492e-05
2651,4.4060001528123394e-05,4.4059997890144587e-05
2652,4.181099939160049e-05,4.0920000174082816e-05
2653,4.1960000089602545e-05,4.220000118948519e-05
2654,4.130999877816066e-05,4.156999784754589e-05
2655,4.257999898982234e-05,4.2690000555012375e-05
2656,4.076999903190881e-05,4.0091003029374406e-05
2657,4.1209998016711324e-05,4.284000169718638e-05
2658,4.216000161250122e-05,4.222999996272847e-05
2659,4.189999890513718e-05,4.265999814379029e-05
2660,4.394899951876141e-05,4.301099761505611e-05
2661,4.1609997424529865e-05,4.1659997805254534e-05
2662,4.1939998482121155e-05,4.157100192969665e-05
2663,4.3969997932435945e-05,4.420999903231859e-05
2664,4.510899816523306e-05,4.163999983575195e-05
2665,4.198999886284582e-05,4.236899985698983e-05
2666,4.439999975147657e-05,4.315000114729628e-05
2667,4.3519998143892735e-05,4.378999801701866e-05
2668,4.3939999159192666e-05,4.160000025876798e-05
2669,4.369999805931002e-05,4.2859999666688964e-05
2670,4.4059997890144587e-05,4.259100023773499e-05
2671,4.2691000999184325e-05,4.278000051272102e-05
2672,4.413099668454379e-05,4.134000118938275e-05
2673,4.230000195093453e-05,4.2370997107354924e-05
2674,3.7410998629638925e-05,4.8090001655509695e-05
2675,4.2529998609097674e-05,4.068899943376891e-05
2676,4.402999911690131e-05,4.348999937064946e-05
2677,4.2459996620891616e-05,4.2740000935737044e-05
2678,4.342999818618409e-05,4.220999835524708e-05
2679,4.313999670557678e-05,4.3280000681988895e-05
2680,4.2969000787707046e-05,3.848000051220879e-05
2681,4.40500007243827e-05,4.437000097823329e-05
2682,4.430000262800604e-05,4.439999975147657e-05
2683,4.519999856711365e-05,5.0880000344477594e-05
2684,4.346000059740618e-05,4.182900011073798e-05
2685,4.284899841877632e-05,4.278000051272102e-05
2686,4.4860000343760476e-05,4.4309002987574786e-05
2687,4.527100099949166e-05,4.504000025917776e-05
2688,4.803000047104433e-05,4.298999920138158e-05
2689,4.319999789004214e-05,4.3349999032216147e-05
2690,4.242999784764834e-05,4.1440001950832084e-05
2691,4.1768998926272616e-05,4.1980001697083935e-05
2692,4.2740000935737044e-05,4.0588998672319576e-05
2693,4.154000271228142e-05,4.157999865128659e-05
2694,4.396000076667406e-05,4.386000000522472e-05
2695,4.3569998524617404e-05,4.3779997213277966e-05
2696,4.193000131635927e-05,3.766000008909032e-05
2697,4.231999992043711e-05,4.3000000005122274e-05
2698,4.437000097823329e-05,4.282000008970499e-05
2699,4.3849999201484025e-05,4.3919997551711276e-05
2700,5.176999911782332e-05,4.389999958220869e-05
2701,5.041999975219369e-05,3.996000305050984e-05
2702,4.74600019515492e-05,4.291000004741363e-05
2703,4.411999907460995e-05,5.1139999413862824e-05
2704,4.6019998990232125e-05,4.183000055490993e-05
2705,4.3560001358855516e-05,4.565000199363567e-05
2706,4.3310999899404123e-05,4.437000097823329e-05
2707,4.5619999582413584e-05,4.7170000470941886e-05
2708,4.3970998376607895e-05,4.197999805910513e-05
2709,4.3889998778468e-05,4.305000038584694e-05
2710,4.39690011262428e-05,4.266900214133784e-05
2711,4.343999898992479e-05,4.3680000089807436e-05
2712,4.450000051292591e-05,4.184999852441251e-05
2713,4.28100029239431e-05,4.287000047042966e-05
2714,4.178999733994715e-05,4.3110001570312306e-05
2715,4.38089991803281e-05,4.386000000522472e-05
2716,4.445100057637319e-05,4.29600004281383e-05
2717,4.41999982285779e-05,4.403099956107326e-05
2718,4.492999869398773e-05,4.541000089375302e-05
2719,4.4290001824265346e-05,4.456000169739127e-05
2720,4.475999958231114e-05,4.166999860899523e-05
2721,4.185999932815321e-05,4.1349998355144635e-05
2722,4.4340002204990014e-05,4.447999890544452e-05
2723,4.4410000555217266e-05,5.222999971010722e-05
2724,4.430899934959598e-05,4.053999873576686e-05
2725,4.273000013199635e-05,4.2880001274170354e-05
2726,4.328999784775078e-05,4.256999818608165e-05
2727,4.196899681119248e-05,4.8469999455846846e-05
2728,4.4550000893650576e-05,3.927999932784587e-05
2729,4.292000085115433e-05,4.302999877836555e-05
2730,4.430999979376793e-05,4.3119998736074194e-05
2731,4.3939999159192666e-05,4.4059997890144587e-05
2732,4.501000148593448e-05,4.305999755160883e-05
2733,4.386999717098661e-05,4.4129999878350645e-05
2734,4.492000152822584e-05,4.377000004751608e-05
2735,4.468000042834319e-05,4.473100125323981e-05
2736,4.3230000301264226e-05,4.2291001591365784e-05
2737,3.106999793089926e-05,3.104999996139668e-05
2738,4.477999755181372e-05,4.506999903242104e-05
2739,4.2529998609097674e-05,4.322000313550234e-05
2740,4.463000004761852e-05,4.2479998228373006e-05
2741,4.34199973824434e-05,4.337000063969754e-05
2742,4.4911001168657094e-05,4.3230000301264226e-05
2743,4.4151001930003986e-05,4.433099820744246e-05
2744,4.464000085135922e-05,4.419000106281601e-05
2745,3.9880000258563086e-05,4.3190997530473396e-05
2746,3.841000216198154e-05,4.418900061864406e-05
2747,3.881999873556197e-05,3.887999992002733e-05
2748,4.886999886366539e-05,3.784999717026949e-05
2749,4.169999738223851e-05,4.21799995820038e-05
2750,4.237999746692367e-05,4.385000283946283e-05
2751,5.18000015290454e-05,4.478999835555442e-05
2752,4.7620000259485096e-05,4.3119998736074194e-05
2753,4.602999979397282e-05,4.454000008990988e-05
2754,4.678999903262593e-05,4.4290001824265346e-05
2755,4.022899884148501e-05,4.423000063979998e-05
2756,4.445000013220124e-05,4.230899867252447e-05
2757,4.307999915909022e-05,4.319000072428025e-05
2758,4.350999734015204e-05,4.307999915909022e-05
2759,4.400000034365803e-05,4.172999979346059e-05
2760,4.551000165520236e-05,4.362000254332088e-05
2761,4.425999941304326e-05,4.4550000893650576e-05
2762,4.5310000132303685e-05,4.391000038594939e-05
2763,4.2959996790159494e-05,4.48300015705172e-05
2764,4.565999915939756e-05,4.376899960334413e-05
2765,4.785000055562705e-05,4.5379998482530937e-05
2766,4.8820002120919526e-05,4.783999975188635e-05
2767,4.62200005131308e-05,4.768999860971235e-05
2768,4.7080000513233244e-05,4.4248998165130615e-05
2769,4.541000089375302e-05,4.503000309341587e-05
2770,4.6159999328665435e-05,4.532000093604438e-05
2771,4.498999987845309e-05,4.583000190905295e-05
2772,4.639100006897934e-05,4.480999996303581e-05
2773,4.5800003135809675e-05,4.597999941324815e-05
2774,4.7170000470941886e-05,4.529999932856299e-05
2775,4.6940000174799934e-05,4.695000097854063e-05
2776,4.468000042834319e-05,4.493999949772842e-05
2777,4.86999997519888e-05,5.177999992156401e-05
2778,5.4700001783203334e-05,5.7130000641336665e-05
2779,5.397999848355539e-05,4.926000110572204e-05
2780,5.317999966791831e-05,5.176999911782332e-05
2781,5.005099956179038e-05,4.9788999604061246e-05
2782,5.56800005142577e-05,4.5709999540122226e-05
2783,5.323100049281493e-05,5.388000136008486e-05
2784,5.143000089447014e-05,4.315999831305817e-05
2785,4.371999966679141e-05,4.357000216259621e-05
2786,4.4770000386051834e-05,4.11000000895001e-05
2787,4.4650001655099913e-05,4.439000258571468e-05
2788,4.505999822868034e-05,4.1939998482121155e-05
2789,4.534000254352577e-05,4.631999763660133e-05
2790,4.446999810170382e-05,4.394999996293336e-05
2791,4.6799999836366624e-05,4.5169999793870375e-05
2792,4.4270000216783956e-05,4.875000013271347e-05
2793,5.20309986313805e-05,5.181099913897924e-05
2794,5.230999886407517e-05,5.141999645275064e-05
2795,5.1089999033138156e-05,5.3280000429367647e-05
2796,5.704999784938991e-05,5.676999717252329e-05
2797,6.586999734281562e-05,5.585899998550303e-05
2798,5.02500006405171e-05,5.166000119061209e-05
2799,5.676900036633015e-05,5.2999999752501026e-05
2800,5.64600013603922e-05,4.576900028041564e-05
2801,4.48200007667765e-05,4.840900146518834e-05
2802,4.542000169749372e-05,4.237999746692367e-05
2803,4.261000140104443e-05,3.863999882014468e-05
2804,4.388899833429605e-05,4.214000000501983e-05
2805,2.685000072233379e-05,4.38799979747273e-05
2806,2.7989997761324048e-05,2.7379999664844945e-05
2807,2.793999738059938e-05,2.7990001399302855e-05
2808,2.8670001483988017e-05,3.0330000299727544e-05
2809,3.50500013155397e-05,5.428999793366529e-05
2810,4.264000017428771e-05,5.094000152894296e-05
2811,5.208999937167391e-05,5.73799989069812e-05
2812,4.3420001020422205e-05,4.104999970877543e-05
2813,4.801000250154175e-05,4.7100002120714635e-05
2814,4.310000076657161e-05,4.17199989897199e-05
2815,4.267999975127168e-05,4.494899985729717e-05
2816,4.366999928606674e-05,4.144999911659397e-05
2817,4.550999801722355e-05,4.198999886284582e-05
2818,4.1960000089602545e-05,4.306000118958764e-05
2819,4.1349998355144635e-05,4.1819999751169235e-05
2820,4.504000025917776e-05,4.0479997551301494e-05
2821,4.144999911659397e-05,4.161999822827056e-05
2822,4.233000072417781e-05,4.1369999962626025e-05
2823,4.416999945533462e-05,4.220999835524708e-05
2824,4.933999662171118e-05,4.116000127396546e-05
2825,4.3089999962830916e-05,4.6019998990232125e-05
2826,4.253000224707648e-05,4.154999987804331e-05
2827,4.18700001318939e-05,4.2029998439829797e-05
2828,4.298999920138158e-05,4.1130002500722185e-05
2829,4.210999759379774e-05,4.2389998270664364e-05
2830,4.4650001655099913e-05,4.163999983575195e-05
2831,4.2760002543218434e-05,4.366000212030485e-05
2832,4.91700011480134e-05,4.803000047104433e-05
2833,4.208999962429516e-05,4.163999983575195e-05
2834,4.3988999095745385e-05,4.2669998947530985e-05
2835,4.593999983626418e-05,4.4620002881856635e-05
2836,2.7260000933893025e-05,2.63700021605473e-05
2837,2.660999962245114e-05,2.666000000317581e-05
2838,3.947000004700385e-05,2.632999894558452e-05
2839,4.686000102083199e-05,4.5380002120509744e-05
2840,4.781999814440496e-05,4.487000114750117e-05
2841,4.3560001358855516e-05,4.541000089375302e-05
2842,4.6891000238247216e-05,4.560899833450094e-05
2843,4.667100074584596e-05,4.6580000343965366e-05
2844,4.783999975188635e-05,4.564999835565686e-05
2845,4.4720000005327165e-05,4.5599997974932194e-05
2846,4.787100260728039e-05,4.6229000872699544e-05
2847,4.681000064010732e-05,4.6980003389762715e-05
2848,4.785000055562705e-05,4.496000110520981e-05
2849,4.608000017469749e-05,4.599000021698885e-05
2850,4.710999928647652e-05,4.5590000809170306e-05
2851,4.655000157072209e-05,4.6749999455641955e-05
2852,4.765999983646907e-05,4.528000135906041e-05
2853,4.6419998398050666e-05,4.6490000386256725e-05
2854,4.526900011114776e-05,4.330999945523217e-05
2855,4.454999725567177e-05,4.709000131697394e-05
2856,4.804000127478503e-05,4.5450000470736995e-05
2857,4.642999920179136e-05,4.6490000386256725e-05
2858,4.735999755212106e-05,4.6019998990232125e-05
2859,4.6889999794075266e-05,4.7240002459147945e-05
2860,4.7289999201893806e-05,4.5450000470736995e-05
2861,4.629000250133686e-05,4.577000072458759e-05
2862,4.744000034406781e-05,4.636899757315405e-05
2863,4.7479999921051785e-05,4.754000110551715e-05
2864,4.881000131717883e-05,4.558000000542961e-05
2865,4.655000157072209e-05,4.673999865190126e-05
2866,4.76099994557444e-05,4.4740001612808555e-05
2867,4.70000013592653e-05,4.709999848273583e-05
2868,4.785000055562705e-05,4.595000064000487e-05
2869,4.386000000522472e-05,4.6940000174799934e-05
2870,4.782899850397371e-05,4.650000118999742e-05
2871,4.71500025014393e-05,4.754000110551715e-05
2872,4.843999704462476e-05,4.551999882096425e-05
2873,4.416000228957273e-05,4.603100023814477e-05
2874,4.795999848283827e-05,4.698900011135265e-05
2875,4.786900171893649e-05,4.8089001211337745e-05
2876,4.89289996039588e-05,4.6771001507295296e-05
2877,4.69900005555246e-05,4.679099947679788e-05
2878,4.8779998905956745e-05,4.706000254373066e-05
2879,4.7500001528533176e-05,4.8049998440546915e-05
2880,5.1849998271791264e-05,4.572000034386292e-05
2881,4.614000135916285e-05,4.7950001317076385e-05
2882,4.6630000724690035e-05,4.549000004772097e-05
2883,4.733000241685659e-05,4.741999873658642e-05
2884,4.6329998440342024e-05,4.34099965787027e-05
2885,4.5330001739785075e-05,4.6899996959837154e-05
2886,4.6419998398050666e-05,4.647999958251603e-05
2887,4.789999729837291e-05,4.83900003018789e-05
2888,4.501999865169637e-05,4.49800027126912e-05
2889,4.3659998482326046e-05,4.378900121082552e-05
2890,4.457000250113197e-05,4.35799993283581e-05
2891,4.718999844044447e-05,4.4770000386051834e-05
2892,4.9720001698005944e-05,4.954999894835055e-05
2893,4.774999979417771e-05,4.86899989482481e-05
2894,4.8540001444052905e-05,4.732000161311589e-05
2895,4.8070000048028305e-05,4.7970002924557775e-05
2896,4.459000047063455e-05,4.383000123198144e-05
2897,4.7620000259485096e-05,4.7599998652003706e-05
2898,4.8680001782486215e-05,4.722999801742844e-05
2899,4.8080000851769e-05,4.841999907512218e-05
2900,4.65199991595e-05,4.423000063979998e-05
2901,4.40500007243827e-05,4.720000288216397e-05
2902,4.251000063959509e-05,4.160000025876798e-05
2903,4.459000047063455e-05,4.4740001612808555e-05
2904,4.560999877867289e-05,4.3040003220085055e-05
2905,4.407999949762598e-05,4.407999949762598e-05
2906,4.556000203592703e-05,4.369999805931002e-05
2907,4.805999924428761e-05,4.846000229008496e-05
2908,4.768999860971235e-05,4.782999894814566e-05
2909,4.791000174009241e-05,4.8940000851871446e-05
2910,4.6069999370956793e-05,4.484999954001978e-05
2911,4.579099913826212e-05,4.5759999920846894e-05
2912,4.6559998736483976e-05,4.333999822847545e-05
2913,4.7599998652003706e-05,4.780000017490238e-05
2914,4.859999899053946e-05,4.726000042865053e-05
2915,4.8219997552223504e-05,4.828900273423642e-05
2916,4.9210997531190515e-05,4.719100252259523e-05
2917,4.826900112675503e-05,4.8328998673241585e-05
2918,4.91600003442727e-05,4.681999780586921e-05
2919,4.86999997519888e-05,4.862000059802085e-05
2920,4.976000127498992e-05,4.714000169769861e-05
2921,4.8140002036234364e-05,4.8230001993943006e-05
2922,4.904999877908267e-05,4.7929999709594995e-05
2923,4.8850000894162804e-05,4.907999755232595e-05
2924,4.991999958292581e-05,4.783999975188635e-05
2925,4.867100142291747e-05,4.900000203633681e-05
2926,4.977000207873061e-05,4.853000064031221e-05
2927,4.8280002374667674e-05,4.921000072499737e-05
2928,5.009000233258121e-05,4.706999970949255e-05
2929,4.801999966730364e-05,4.8000001697801054e-05
2930,4.9179998313775286e-05,4.5310000132303685e-05
2931,4.838999666390009e-05,4.836000152863562e-05
2932,4.937999983667396e-05,4.7319997975137085e-05
2933,4.858000102103688e-05,4.862000059802085e-05
2934,4.943999738316052e-05,4.799000089406036e-05
2935,4.898000042885542e-05,4.909999915980734e-05
2936,5.067999882157892e-05,4.86999997519888e-05
2937,4.957000055583194e-05,4.956000339007005e-05
2938,5.062999844085425e-05,4.9199999921256676e-05
2939,5.017999865231104e-05,5.02500006405171e-05
